OID_,World Port Index Number,Region Name,Main Port Name,Alternate Port Name,UN/LOCODE,Country Code,World Water Body,Latitude,Longitude
3275,23503,Norway -- 20620,Jossingfjord, ,NOJOS,Norway,North Sea; North Atlantic Ocean,58.31,6.33
3276,22770,Norway -- 20620,Nesna, ,NONSN,Norway,Norwegian Sea; North Atlantic Ocean,66.20,13.01
3277,23170,Norway -- 20620,Haakonsvern, ,NO HKS,Norway,North Sea; North Atlantic Ocean,60.33,5.24
3278,27820,Finland -- 27380,Turku, ,FI TKU,Finland,Baltic Sea; North Atlantic Ocean,60.45,22.23
3279,28440,Estonia -- 28420,Kunda,Kunda Sadam,EE KND,Estonia,Gulf of Finland; Baltic Sea; North Atlantic Ocean,59.53,26.55
3280,14100,Chile -- 14070,Rada Punta Arenas,Magallanes,CL PUQ,Chile,South Pacific Ocean,-53.17,-70.90
3281,45172,Egypt Mediterranean -- 45120,Sidi Kerir (Kurayr), ,EG SKT,Egypt,Mediterranean Sea; North Atlantic Ocean,31.06,29.67
3282,57864,China -- 57855,Dongshan, ,CN DSN,China,South China Sea; North Pacific Ocean,23.76,117.51
3283,29435,Sjaelland -- 29150,Kyndbyvaerkets,Kyndby; Kyndby Vaerkets;,DK KBY,Denmark,Kattegat; North Atlantic Ocean,55.82,11.88
3284,47820,Somalia -- 47810,Berbera, ,SO BBO,Somalia,Gulf of Aden; Indian Ocean,10.45,45.02
3285,38495,Spain SE Coast -- 38340,Burriana, ,ES BRX,Spain,Balearic Sea; Mediterranean Sea; North Atlantic Ocean,39.88,-0.05
3286,13020,Brazil SE Coast -- 12700,Itajai, ,BR ITJ,Brazil,South Atlantic Ocean,-26.92,-48.63
3287,45814,Mauritania -- 45810,Nouakchott, ,MR NKC,Mauritania,North Atlantic Ocean,18.03,-16.03
3288,12857,Brazil SE Coast -- 12700,Santa Clara, , ,Brazil,South Atlantic Ocean,-20.88,-51.37
3289,9500,Mexico East Coast -- 9350,Campeche, ,MX CPE,Mexico,Gulf of Mexico; North Atlantic Ocean,19.85,-90.55
3290,45940,Liberia -- 45920,Monrovia, ,LR MLW,Liberia,North Atlantic Ocean,6.32,-10.82
3291,30400,Jylland -- 30020,Alborg,Aalborg,DKAAL,Denmark,Kattegat; North Atlantic Ocean,57.05,9.93
3292,30450,Jylland -- 30020,Hirtshals, ,DK HIR,Denmark,Skagerrak; North Atlantic Ocean,57.60,9.97
3293,57657,Vietnam -- 57510,Thanh Hoa,Le Mon,VN THO,Vietnam,South China Sea; North Pacific Ocean,10.82,106.77
3294,11690,Barbados -- 11675,Bridgetown, ,BB BGI,Barbados,North Atlantic Ocean,13.10,-59.63
3295,60400,South Korea -- 60315,Ulsan,Urusan,KR USN,South Korea,Korea Strait; North Pacific Ocean,35.45,129.40
3296,60390,South Korea -- 60315,Busan,Busan; Pusan,KR PUS,South Korea,Korea Strait; North Pacific Ocean,35.10,129.03
3297,60410,South Korea -- 60315,Pohang, ,KR KPO,South Korea,Sea of Japan; North Pacific Ocean,36.05,129.38
3298,60380,South Korea -- 60315,Masan, ,KR MAS,South Korea,Korea Strait; North Pacific Ocean,35.18,128.57
3299,60340,South Korea -- 60315,Mokpo,Moppo,KR MOK,South Korea,Yellow Sea; North Pacific Ocean,34.78,126.38
3300,60320,South Korea -- 60315,Inchon,Chemulpo; Jinsen,KR INC,South Korea,Yellow Sea; North Pacific Ocean,37.47,126.62
3301,60376,South Korea -- 60315,Gwangyang Hang, ,KR KAN,South Korea,Korea Strait; North Pacific Ocean,34.91,127.75
3302,60325,South Korea -- 60315,Pyeongtaek Hang, ,KR PTK,South Korea,Yellow Sea; North Pacific Ocean,37.00,126.80
3303,55500,Norfolk Island -- 55490,Kingston, , ,Norfolk Island,South Pacific Ocean,-29.07,167.95
3304,55670,Somoa Western -- 55665,Apia, ,WS APW,Samoa,South Pacific Ocean,-13.82,-171.77
3305,11640,Saint Vincent -- 11637,Kingstown, ,VC KTN,Saint Vincent and the Grenadines (Windward Islands),Caribbean Sea; North Atlantic Ocean,13.15,-61.23
3306,60330,South Korea -- 60315,Kunsan,Kunsan; Kunson,KR KUV,South Korea,Yellow Sea; North Pacific Ocean,35.98,126.62
3307,10160,Cuba North Coast -- 10030,Puerto Padre,Bahia De Manati; Cayo Juan Claro; Puerto Manati,CU PPA,Cuba,North Atlantic Ocean,21.28,-76.53
3308,11550,Martinique -- 11535,Fort De France, ,MQ FDF,Martinique,Caribbean Sea; North Atlantic Ocean,14.60,-61.07
3309,11620,Saint Lucia -- 11615,Vieux Fort, ,LC VIF,Saint Lucia,Caribbean Sea; North Atlantic Ocean,13.72,-60.97
3310,10190, ,Vita, ,CUVIT,Cuba,North Atlantic Ocean,21.10,-75.97
3311,55695,Niue -- 55685,Alofi, ,NU ALO,Niue,South Pacific Ocean,-19.03,-169.93
3312,56330,Wake Island -- 56329,Wake Island, , ,Wake Island,North Pacific Ocean,19.28,166.62
3313,11800,Curacao -- 11785,Caracasbaai,Caracas Bay,CWCRB,Curacao,Caribbean Sea; North Atlantic Ocean,12.07,-68.87
3314,11820,Curacao -- 11785,Bullen Baai,Curacao Oil Terminal,CWBUB,Curacao,Caribbean Sea; North Atlantic Ocean,12.18,-69.03
3315,61245,Japan -- 61100,Ishikari Bay New Port,Ishikariwan Ko,JPISI,Japan,Sea of Japan; North Pacific Ocean,43.22,141.28
3316,11780,Bonaire -- 11775,Kralendijk,Bonaise; Bopec Terminal,BQKRA,Caribbean Netherlands,Caribbean Sea; North Atlantic Ocean,12.15,-68.28
3317,11781,Bonaire -- 11775,Goto Oil Terminal, ,BQGOT,Caribbean Netherlands,Caribbean Sea; North Atlantic Ocean,12.22,-68.38
3318,11810,Curacao -- 11785,Willemstad, ,CWWIL,Curacao,Caribbean Sea; North Atlantic Ocean,12.12,-68.93
3319,11830,Aruba -- 11825,Sint Nicolaas Baai,Sint Nicolaashaven; St Nicolass,AWSNL,Aruba,Caribbean Sea; North Atlantic Ocean,12.43,-69.92
3320,51941,Indonesia - Borneo -- 51760,Pontianak, ,IDPNK,Indonesia,Natuna Sea; South China Sea; South Pacific Ocean,-0.02,109.33
3321,51910,Indonesia - Borneo -- 51760,Sampit, ,IDSMQ,Indonesia,Java Sea; South Pacific Ocean,-2.52,113.00
3322,56500,Nauru -- 56495,Nauru, ,NR INU,Nauru,South Pacific Ocean,-0.53,166.92
3323,51865,Indonesia - Borneo -- 51760,Tanah Merah, ,ID TAL,Indonesia,Makassar Strait; South Pacific Ocean,-1.82,116.17
3324,56550,Guam -- 56545,Apra Harbor, ,GU APR,Guam,North Pacific Ocean,13.45,144.62
3325,62630,Russia -- 62530,Nikol Skoye,Nikolskoye, ,Russia,North Pacific Ocean,55.20,165.98
3326,14860,Peru -- 14830,Bahia De Matarani, ,PEMRI,Peru,South Pacific Ocean,-17.00,-72.12
3327,11930,Colombia North Coast -- 11860,Barranquilla, ,COBAQ,Colombia,Caribbean Sea; North Atlantic Ocean,10.97,-74.77
3328,11772,Trinidad -- 11705,Galeota Point Terminal,Galeota Oil Terminal,TTGUA,Trinidad and Tobago,North Atlantic Ocean,10.13,-60.98
3329,12260,Venezuela -- 11950,Carupano, ,VECUP,Venezuela,Caribbean Sea; North Atlantic Ocean,10.70,-63.25
3330,12270,Venezuela -- 11950,Guiria, ,VEGUI,Venezuela,Caribbean Sea; North Atlantic Ocean,10.57,-62.30
3331,12370,Guyana -- 12350,Georgetown,Demerara,GYGEO,Guyana,North Atlantic Ocean,6.83,-58.17
3332,605,Greenland  West Coast -- 545,Gronnedal (Kangilinnguit),Green Valley Harbor; Sermersooq,GLJGR,Greenland,Labrador Sea; North Atlantic Ocean,61.23,-48.10
3333,12810,Brazil SE Coast -- 12700,Port Of Ilheus,Malhado; Porto De Ilheus; Sao Jorges Dos Ilheus,BRIOS,Brazil,South Atlantic Ocean,-14.78,-39.02
3334,57415,Malaysia -- 57400,Kirteh Oil Terminal,Kertih Port, ,Malaysia,South China Sea; North Pacific Ocean,4.57,103.47
3335,49794,Thailand -- 49760,Khanom, ,TH KHA,Thailand,Gulf of Thailand; South China Sea; North Pacific Ocean,9.20,99.90
3336,57462,Thailand -- 57431,Laem Chabang, ,TH LCH,Thailand,Gulf of Thailand; South China Sea; North Pacific Ocean,13.08,100.88
3337,57575,Vietnam -- 57510,Cat Lai, ,VN CLI,Vietnam,South China Sea; North Pacific Ocean,10.75,106.78
3338,57439,Thailand -- 57431,Songkhla Harbor, ,TH SGK,Thailand,Gulf of Thailand; South China Sea; North Pacific Ocean,7.22,100.58
3339,57461,Thailand -- 57431,Siam Seaport, ,TH SBP,Thailand,Gulf of Thailand; South China Sea; North Pacific Ocean,13.13,100.88
3340,57458,Thailand -- 57431,Si Racha, ,TH SRI,Thailand,Gulf of Thailand; South China Sea; North Pacific Ocean,13.17,100.92
3341,57572,Vietnam -- 57510,Phu My, ,VN PHU,Vietnam,South China Sea; North Pacific Ocean,10.58,107.03
3342,57580,Vietnam -- 57510,Thanh Ho Chi Minh,Saigon,VN SGN,Vietnam,South China Sea; North Pacific Ocean,10.77,106.72
3343,57472,Thailand -- 57431,Petchburi Terminal, , ,Thailand,Gulf of Thailand; South China Sea; North Pacific Ocean,13.17,100.15
3344,57655,Vietnam -- 57510,Mui Vung Tau, ,VN VUT,Vietnam,South China Sea; North Pacific Ocean,10.32,107.07
3345,57650,Vietnam -- 57510,Da Nang,Tourane,VN DAD,Vietnam,South China Sea; North Pacific Ocean,16.10,108.22
3346,57745,China -- 57740,Fang-Cheng, ,CNFAN,China,Gulf of Tonkin; South China Sea; North Pacific Ocean,21.75,108.35
3347,49792,Thailand -- 49760,Bang Saphan,Prachuap Port,TH BSP,Thailand,Gulf of Thailand; South China Sea; North Pacific Ocean,11.18,99.60
3348,57610,Vietnam -- 57510,Vinh Cam Ranh,Cam Rahn,VN BNO,Vietnam,South China Sea; North Pacific Ocean,11.88,109.17
3349,57680,Vietnam -- 57510,Hai Phong, ,VN HPH,Vietnam,Gulf of Tonkin; South China Sea; North Pacific Ocean,20.92,106.68
3350,57710,Vietnam -- 57510,Cam Pha,Kamfa,VN CPH,Vietnam,Gulf of Tonkin; South China Sea; North Pacific Ocean,21.03,107.37
3351,57450,Thailand -- 57431,Bangkok,Krung Thep,TH BKK,Thailand,Gulf of Thailand; South China Sea; North Pacific Ocean,13.75,100.50
3352,57460,Thailand -- 57431,Si Racha Terminal, ,TH SRI,Thailand,Gulf of Thailand; South China Sea; North Pacific Ocean,13.12,100.88
3353,57446,Thailand -- 57431,Sattahip, ,TH SAT,Thailand,Gulf of Thailand; South China Sea; North Pacific Ocean,12.62,100.92
3354,57660,Vietnam -- 57510,Nghe Tinh,Ben Thuy,VN NGT,Vietnam,Gulf of Tonkin; South China Sea; North Pacific Ocean,18.77,105.77
3355,57640,Vietnam -- 57510,Qui Nhon,Quy Nhon,VN UIH,Vietnam,South China Sea; North Pacific Ocean,13.77,109.23
3356,61160,Japan -- 61100,Kushiro Ko,Kusiro,JPKUH,Japan,North Pacific Ocean,42.98,144.37
3357,57470,Thailand -- 57431,Ko Si Chang Terminal, ,TH KSI,Thailand,Gulf of Thailand; South China Sea; North Pacific Ocean,13.17,100.82
3358,57570,Vietnam -- 57510,Vung Tau, ,VN VUT,Vietnam,South China Sea; North Pacific Ocean,10.35,107.07
3359,12150,Venezuela -- 11950,La Guaira, ,VELAG,Venezuela,Caribbean Sea; North Atlantic Ocean,10.62,-66.93
3360,12115,Venezuela -- 11950,El Palito, ,VEELP,Venezuela,Caribbean Sea; North Atlantic Ocean,10.48,-68.12
3361,59940,China Continued -- 59850,Ningbo, ,CNNBO,China,East China Sea; North Pacific Ocean,29.88,121.55
3362,12060,Venezuela -- 11950,Las Piedras, ,VELSP,Venezuela,Caribbean Sea; North Atlantic Ocean,11.70,-70.22
3363,12070,Venezuela -- 11950,Amuay (Bahia De Amuay),Amuay; Amuay Bay,VEAMY,Venezuela,Caribbean Sea; North Atlantic Ocean,11.75,-70.23
3364,12145,Venezuela -- 11950,Catia La Mar, ,VECLM,Venezuela,Caribbean Sea; North Atlantic Ocean,10.60,-67.02
3365,60130,China Continued -- 59850,Lianyungang,Laoyao; Yuntai,CNLYG,China,Yellow Sea; North Pacific Ocean,34.73,119.45
3366,12130,Venezuela -- 11950,Puerto Borburata,Barburata,VEBOR,Venezuela,Caribbean Sea; North Atlantic Ocean,10.48,-67.98
3367,12100,Venezuela -- 11950,Puerto Chichiriviche, ,VECHV,Venezuela,Caribbean Sea; North Atlantic Ocean,10.92,-68.27
3368,12120,Venezuela -- 11950,Puerto Cabello, ,VEPBL,Venezuela,Caribbean Sea; North Atlantic Ocean,10.48,-68.00
3369,11782,Bonaire -- 11775,Salina,Brasil,BRSAA,Caribbean Netherlands,Caribbean Sea; North Atlantic Ocean,12.08,-68.28
3370,12050,Venezuela -- 11950,Punta Cardon, ,VEPCN,Venezuela,Caribbean Sea; North Atlantic Ocean,11.63,-70.23
3371,59970,China Continued -- 59850,Shanghai,Shanghai,CNSGH,China,East China Sea; North Pacific Ocean,31.22,121.50
3372,60133,China Continued -- 59850,Rizhao,Shijiu Zui; Shijiusuo,CNRZH,China,Yellow Sea; North Pacific Ocean,35.38,119.57
3373,60125,China Continued -- 59850,Lanshan, ,CNLSN,China,Yellow Sea; North Pacific Ocean,35.08,119.37
3374,59910,China Continued -- 59850,Wenzhou,Yung Chia,CNWZO,China,East China Sea; North Pacific Ocean,28.02,120.65
3375,60140,China Continued -- 59850,Qingdao Gang,Tsingtao,CN QIN,China,Yellow Sea; North Pacific Ocean,36.03,120.27
3376,11400,Saint Kitts and Nevis -- 11392,Basseterre, ,KNBAS,Saint Kitts and Nevis,Caribbean Sea; North Atlantic Ocean,17.30,-62.72
3377,11160,Puerto Rico -- 11080,Bahia De Fajardo, ,PRFAJ,Puerto Rico,Caribbean Sea; North Atlantic Ocean,18.33,-65.63
3378,11410,Saint Kitts and Nevis -- 11392,Charlestown, ,KNCHA,Saint Kitts and Nevis,Caribbean Sea; North Atlantic Ocean,17.13,-62.63
3379,11205,Puerto Rico -- 11080,Puerto Yabucoa, ,PRPYA,Puerto Rico,Caribbean Sea; North Atlantic Ocean,18.05,-65.83
3380,11190,Puerto Rico -- 11080,Playa De Humacao,Humacao,PRHUC,Puerto Rico,Caribbean Sea; North Atlantic Ocean,18.17,-65.75
3381,11390,Saint Eustatius -- 11385,Oranjestad,Orange Baai; Orange Stad,BQORA,Caribbean Netherlands,Caribbean Sea; North Atlantic Ocean,17.48,-62.98
3382,11430,Antigua and Barbuda -- 11426,St Johns, ,AGSJO,Antigua and Barbuda,Caribbean Sea; North Atlantic Ocean,17.12,-61.85
3383,14895,Peru -- 14830,Bahia San Nicolas,San Nicolas,PESNX,Peru,South Pacific Ocean,-15.25,-75.23
3384,14840,Peru -- 14830,Puerto Ilo, ,PEILQ,Peru,South Pacific Ocean,-17.63,-71.37
3385,15000,Peru -- 14830,Punta Lobitos (Bahia De Huarmey),Huarmey,PEPLO,Peru,South Pacific Ocean,-10.10,-78.17
3386,14990,Peru -- 14830,Puerto Supe,Supe,PESUP,Peru,South Pacific Ocean,-10.80,-77.75
3387,62635,Russia -- 62530,Port Beringovsky, ,RUBER,Russia,Anadyrskiy Zaliv; Bering Sea; North Pacific Ocean,63.06,179.37
3388,53360,Australia -- 53290,Mourilyan Harbour, ,AU MOU,Australia,Coral Sea; South Pacific Ocean,-17.60,146.13
3389,45120,Egypt Mediterranean -- 45120,Al Arish,El Arish,EGAAC,Egypt,Mediterranean Sea; North Atlantic Ocean,31.15,33.83
3390,50045,Indonesia -- 50020,Kijang, ,IDKIJ,Indonesia,Natuna Sea; South China Sea; South Pacific Ocean,0.85,104.60
3391,49982,Malaysia -- 49820,Johor,Pasir Gudang,MYJHB,Malaysia,Strait of Malacca; Indian Ocean,1.43,103.90
3392,14500,Chile -- 14070,Bahia De Valparaiso, ,CLVAP,Chile,South Pacific Ocean,-33.03,-71.62
3393,14425,Chile -- 14070,Lirquen, ,CLLQN,Chile,South Pacific Ocean,-36.72,-72.98
3394,14415,Chile -- 14070,Bahia San Vicente, ,CLSVE,Chile,South Pacific Ocean,-36.73,-73.17
3395,14340,Chile -- 14070,Bahia De Valdivia, ,CLZAL,Chile,South Pacific Ocean,-39.80,-73.25
3396,12585,Brazil NE Coast Cont -- 12575,Itaqui, ,BRIQI,Brazil,South Atlantic Ocean,-2.57,-44.37
3397,12560,Brazil NE Coast -- 12470,Manaus,Manaos,BRMAO,Brazil,South Atlantic Ocean,-3.13,-60.02
3398,12540,Brazil NE Coast -- 12470,Itacoatiara,Serpa,BRIAR,Brazil,South Atlantic Ocean,-3.15,-58.45
3399,11710,Trinidad -- 11705,Chaguaramas, ,TTCHA,Trinidad and Tobago,Caribbean Sea; North Atlantic Ocean,10.68,-61.65
3400,50517,Sumatera -- 50515,Jabung Batanghari Marine Terminal, ,IDJBT,Indonesia,Natuna Sea; South China Sea; South Pacific Ocean,-0.92,104.07
3401,11760,Trinidad -- 11705,Brighton, ,TTLAB,Trinidad and Tobago,Caribbean Sea; North Atlantic Ocean,10.25,-61.63
3402,50017,Singapore -- 49990,Jurong Island, ,SGJUR,Singapore,Strait of Malacca; Indian Ocean,1.28,103.73
3403,50100,Indonesia -- 50020,Dabo,Dabok,IDDAS,Indonesia,Natuna Sea; South China Sea; South Pacific Ocean,-0.50,104.57
3404,14400,Chile -- 14070,Coronel, ,CLCNL,Chile,South Pacific Ocean,-37.03,-73.17
3405,14510,Chile -- 14070,Bahia Quintero (Ventanas), ,CLQTV,Chile,South Pacific Ocean,-32.77,-71.53
3406,14380,Chile -- 14070,Lota, ,CLLTA,Chile,South Pacific Ocean,-37.10,-73.15
3407,14560,Chile -- 14070,Bahia Herradura Guayacan, ,CLGYC,Chile,South Pacific Ocean,-29.97,-71.37
3408,14610,Chile -- 14070,Huasco, ,CLHSO,Chile,South Pacific Ocean,-28.47,-71.25
3409,9355,Mexico East Coast -- 9350,Altamira, ,MXATM,Mexico,Gulf of Mexico; North Atlantic Ocean,22.48,-97.85
3410,11718,Trinidad -- 11705,Anse Tembladora, ,TTTEM,Trinidad and Tobago,Caribbean Sea; North Atlantic Ocean,10.68,-61.58
3411,12485,Brazil NE Coast -- 12470,Porto Santana,Macapa,BRSTN,Brazil,South Atlantic Ocean,-0.05,-51.18
3412,11700,Tobago -- 11695,Scarborough, ,TTSCA,Trinidad and Tobago,North Atlantic Ocean,11.18,-60.73
3413,9370,Mexico East Coast -- 9350,Tuxpan, ,MXTUX,Mexico,Gulf of Mexico; North Atlantic Ocean,20.95,-97.40
3414,12275,Venezuela -- 11950,Puerto De Hierro, ,VEPHO,Venezuela,Caribbean Sea; North Atlantic Ocean,10.63,-62.10
3415,11750,Trinidad -- 11705,Point Lisas Industrial Port, ,TTPTS,Trinidad and Tobago,Caribbean Sea; North Atlantic Ocean,10.40,-61.50
3416,13660,Argentina -- 13310,Ramallo, ,ARRAM,Argentina,Rio de la Plata; South Atlantic Ocean,-33.48,-60.02
3417,14420,Chile -- 14070,Talcahuano, ,CLTAL,Chile,South Pacific Ocean,-36.70,-73.10
3418,14720,Chile -- 14070,Tocopilla, ,CLTOQ,Chile,South Pacific Ocean,-22.08,-70.23
3419,11725,Trinidad -- 11705,Point Lisas Port,Hydro Agri Trindad Ltd; Yara Trinidad,TTPTS,Trinidad and Tobago,Caribbean Sea; North Atlantic Ocean,10.38,-61.48
3420,13640,Argentina -- 13310,Villa Constitucion, ,ARVCN,Argentina,Rio de la Plata; South Atlantic Ocean,-33.23,-60.33
3421,12510,Brazil NE Coast -- 12470,Santarem, ,BRSTM,Brazil,South Atlantic Ocean,-2.42,-54.72
3422,14440,Chile -- 14070,Penco,Tome,CLPEO,Chile,South Pacific Ocean,-36.72,-73.00
3423,13630,Argentina -- 13310,Rosario, ,ARROS,Argentina,Rio de la Plata; South Atlantic Ocean,-32.95,-60.63
3424,13650,Argentina -- 13310,San Nicolas, ,ARSNS,Argentina,Rio de la Plata; South Atlantic Ocean,-33.33,-60.23
3425,13690,Argentina -- 13310,Puerto Ibicuy, ,ARIBY,Argentina,Rio de la Plata; South Atlantic Ocean,-33.75,-59.18
3426,9360,Mexico East Coast -- 9350,Tampico, ,MXTAM,Mexico,Gulf of Mexico; North Atlantic Ocean,22.22,-97.87
3427,13670,Argentina -- 13310,San Pedro,Puerto Obligado,ARSPD,Argentina,Rio de la Plata; South Atlantic Ocean,-33.58,-59.82
3428,11720,Trinidad -- 11705,Port Of Spain, ,TTPOS,Trinidad and Tobago,Caribbean Sea; North Atlantic Ocean,10.65,-61.52
3429,11730,Trinidad -- 11705,Pointe A Pierre, ,TTPTP,Trinidad and Tobago,Caribbean Sea; North Atlantic Ocean,10.32,-61.47
3430,13700,Argentina -- 13310,Zarate, ,ARZAE,Argentina,Rio de la Plata; South Atlantic Ocean,-34.08,-59.03
3431,11770,Trinidad -- 11705,Point Fortin,Point Guapo; Port Fortin,TTPTF,Trinidad and Tobago,Caribbean Sea; North Atlantic Ocean,10.20,-61.70
3432,14330,Chile -- 14070,Puerto De Corral, ,CLCRR,Chile,South Pacific Ocean,-39.87,-73.43
3433,50030,Indonesia -- 50020,Tanjunguban, ,IDTAN,Indonesia,Strait of Malacca; Indian Ocean,1.07,104.22
3434,50015,Singapore -- 49990,Pulau Sebarok, ,SGSEB,Singapore,Strait of Malacca; Indian Ocean,1.20,103.80
3435,50060,Indonesia -- 50020,Pulau Sambu, ,IDPSS,Indonesia,Strait of Malacca; Indian Ocean,1.17,103.90
3436,50010,Singapore -- 49990,Pulau Bukom, ,SGPUB,Singapore,Strait of Malacca; Indian Ocean,1.23,103.77
3437,51587,Malaysia -- 49820,Tanjung Pelepas, ,MYTPP,Malaysia,Strait of Malacca; Indian Ocean,1.35,103.55
3438,50516,Sumatera -- 50515,Tanjung Balai Karimun, ,IDTJB,Indonesia,Strait of Malacca; Indian Ocean,0.98,103.43
3439,50055,Indonesia -- 50020,Sekupang, ,IDSKP,Indonesia,Strait of Malacca; Indian Ocean,1.13,103.92
3440,50040,Indonesia -- 50020,Tanjungpinang,Tandjung Pinang,IDTNJ,Indonesia,Natuna Sea; South China Sea; South Pacific Ocean,0.92,104.45
3441,55400,New Zealand S Island -- 55260,Bluff Harbor,Campbelltown,NZ BLU,New Zealand,South Pacific Ocean,-46.60,168.33
3442,55060,New Zealand N Island -- 54990,Auckland, ,NZ AKL,New Zealand,South Pacific Ocean,-36.85,174.77
3443,55080,New Zealand N Island -- 54990,Tauranga, ,NZ TRG,New Zealand,South Pacific Ocean,-37.63,176.17
3444,55450,New Zealand S Island -- 55260,Westport, ,NZ WSZ,New Zealand,Tasman Sea; South Pacific Ocean,-41.75,171.60
3445,54760,Tasmania -- 54700,Hobart, ,AU HBA,Australia,South Pacific Ocean,-42.88,147.33
3446,13920,Argentina -- 13310,Comodoro Rivadavia, ,ARCRD,Argentina,Golfo San Jorge; South Atlantic Ocean,-45.87,-67.47
3447,13815,Argentina -- 13310,Bahia Blanca, ,ARBHI,Argentina,South Atlantic Ocean,-38.78,-62.27
3448,12940,Brazil SE Coast -- 12700,Angra Dos Reis, ,BRADR,Brazil,South Atlantic Ocean,-23.02,-44.32
3449,61340,Japan -- 61100,Ishinomaki Ko,Isinomaki,JPISM,Japan,North Pacific Ocean,38.40,141.32
3450,13070,Brazil SE Coast -- 12700,Pelotas, ,BRPET,Brazil,South Atlantic Ocean,-31.78,-52.33
3451,13980,Argentina -- 13310,Ushuaia, ,ARUSH,Argentina,Drake Passage; South Atlantic Ocean,-54.82,-68.30
3452,14190,Chile -- 14070,Puerto Natales, ,CLPNT,Chile,South Pacific Ocean,-51.72,-72.57
3453,13830,Argentina -- 13310,Puerto Nacional, ,ARPNL,Argentina,South Atlantic Ocean,-38.80,-62.28
3454,13060,Brazil SE Coast -- 12700,Rio Grande,San Pedro Do Sul; Sao Pedro Do Sul,BRRIG,Brazil,South Atlantic Ocean,-32.05,-52.08
3455,13840,Argentina -- 13310,Puerto Galvan, ,ARPGV,Argentina,South Atlantic Ocean,-38.78,-62.30
3456,13800,Argentina -- 13310,Puerto Rosales,Puerto Arroyo Pareja; Puerto Pareja,ARPRS,Argentina,South Atlantic Ocean,-38.93,-62.07
3457,13820,Argentina -- 13310,Puerto Ingeniero White, ,ARINW,Argentina,South Atlantic Ocean,-38.80,-62.27
3458,13600,Argentina -- 13310,Puerto San Martin,San Martin,ARSMA,Argentina,Rio de la Plata; South Atlantic Ocean,-32.72,-60.73
3459,14075,Chile -- 14070,Puerto Williams, ,CLWPU,Chile,Drake Passage; South Atlantic Ocean,-54.93,-67.60
3460,13810,Argentina -- 13310,Puerto Belgrano,Punta Alta,ARPBG,Argentina,South Atlantic Ocean,-38.88,-62.10
3461,13055,Brazil SE Coast -- 12700,Tramandai,Maritimo Almirande; Tranmandai,BRTRM,Brazil,South Atlantic Ocean,-29.98,-50.13
3462,14197,Chile -- 14070,Puerto Chacabuco, ,CLPCH,Chile,South Pacific Ocean,-45.47,-72.83
3463,54660,Australia -- 53290,Wyndham, ,AU WYN,Australia,Joseph Bonaparte Gulf; Timor Sea; Indian Ocean,-15.47,128.10
3464,54630,Australia -- 53290,Broome, ,AU BME,Australia,Indian Ocean,-17.97,122.23
3465,46459,Gabon -- 46410,Dussafu Terminal,FPSO BW Adolo, ,Gabon,South Atlantic Ocean,-4.25,10.82
3466,15550,Nicaragua West Coast -- 15520,Corinto, ,NICIO,Nicaragua,North Pacific Ocean,12.48,-87.17
3467,15640,El Salvador -- 15590,Acajutla, ,SVAQJ,El Salvador,North Pacific Ocean,13.58,-89.83
3468,15710,Mexico West Coast -- 15700,Puerto Madero, ,MXPMD,Mexico,North Pacific Ocean,14.70,-92.45
3469,15730,Mexico West Coast -- 15700,Salina Cruz, ,MXSCX,Mexico,North Pacific Ocean,16.17,-95.20
3470,15545,Nicaragua West Coast -- 15520,Puerto Sandino, ,NIPSN,Nicaragua,North Pacific Ocean,12.18,-86.77
3471,15660,Guatemala West Coast -- 15650,Puerto Quetzal, ,GTPRQ,Guatemala,North Pacific Ocean,13.92,-90.80
3472,51690,Sabah -- 51650,Kota Kinabalu,Jesselton,MY BKI,Malaysia,South China Sea; North Pacific Ocean,5.98,116.07
3473,51646,Malaysia -- 51548,Kuala Belait, ,BN KUB,Brunei,South China Sea; North Pacific Ocean,4.63,114.20
3474,51580,Sarawak -- 51550,Sibu, ,MY SBW,Malaysia,South China Sea; North Pacific Ocean,2.28,111.82
3475,51583,Sarawak -- 51550,Sarikei, ,MY SAR,Malaysia,South China Sea; North Pacific Ocean,2.13,111.53
3476,51570,Malaysia -- 51548,Bintangor, ,MY BTN,Malaysia,South China Sea; North Pacific Ocean,2.17,111.63
3477,56738,Bismarck Archipelago -- 56700,Wewak Harbor, ,PG WWK,Papua New Guinea,Bismarck Sea; South Pacific Ocean,-3.57,143.63
3478,53142,New Guinea SE Coast -- 53140,Kumul, ,PG KUL,Papua New Guinea,Gulf of Papua; Coral Sea; South Pacific Ocean,-8.10,144.57
3479,53230,New Guinea NE Coast -- 53210,Lae, ,PG LAE,Papua New Guinea,Solomon Sea; South Pacific Ocean,-6.73,147.00
3480,53150,New Guinea SE Coast -- 53140,Daru, ,PG DAU,Papua New Guinea,Coral Sea; South Pacific Ocean,-9.07,143.20
3481,53160,New Guinea SE Coast -- 53140,Port Moresby, ,PG POM,Papua New Guinea,Coral Sea; South Pacific Ocean,-9.47,147.13
3482,53130,New Guinea West Coast - Irian Jaya -- 52900,Merauke, ,ID MKQ,Indonesia,Arafura Sea; South Pacific Ocean,-8.48,140.38
3483,53206,New Guinea SE Coast -- 53140,Oro Bay, ,PG ROR,Papua New Guinea,Solomon Sea; South Pacific Ocean,-8.88,148.48
